Categories,Economic Cooperation,Belt and Road Initiative (BRI),Diplomatic Relations,Technology and Innovation,Cultural Exchange,Geopolitical Strategy,Trade Agreements,Infrastructure Development,Other_1,Other_2,Other_3,n_docs
News,0.02373242747895853,0.09184147329917532,0.2886267590741284,0.02839692514791289,0.15561417356842475,0.08228582107956206,0.05679351389926609,0.06324711773631708,0.1076058423769338,0.039888874491217814,0.06196707184810329,1123
