doc_id,title,date,address,Categories,content
1075,Majlis Al-Shoura Approves Judicial Reforms,31-May-11,https://saudiembassy.net/news/majlis-al-shoura-approves-judicial-reforms,News,"In a statement following the session, Secretary General of the Majlis Al-Shoura Dr. Mohammad bin Abdullah Al-Ghamdi said that the council is following the intentions of the Custodian of the Two Holy Mosques King Abdullah bin Abdulaziz to reinvigorate the judiciary and to promote and support judicial reforms financially as well as morally. Presided over by Speaker Abdullah bin Mohammad bin Ibrahim Al-Asheikh, the Majlis also approved judicial and administrative formations for courts, new judicial districts and notaries. During its meeting in Riyadh today, the Majlis Al-Shoura (Consultative Council) tasked the Ministry of Justice with drawing up regulations and setting safeguards to prevent the marriage of underage girls."
1076,Cabinet Approves Creation of National Anti-Corruption Commission,8-May-11,https://saudiembassy.net/news/cabinet-approves-creation-national-anti-corruption-commission,News,"The Cabinet has issued a decision, No. 165, dated 28/05/1432 H., approving the organization of a National Anti-Corruption Commission. The aims of the Commission are to uphold integrity, to promote the principle of transparency, and to fight against financial and administrative corruption in all its forms and manifestations. Its duties will include:"
1077,Saudi Arabia's Address to the U.N. General Assembly,27-Sep-10,https://saudiembassy.net/news/saudi-arabias-address-un-general-assembly,News,"Finally, Prince Saud called for reorm at the United Nation, specifically empowering the General Assembly, rather than allowing the Security Council a monopoly on important decision-making. In the statement, Prince Saud expressed grief at the devastating floods in Pakistan, outlining the major Saudi humanitarian relief effort and requesting that other nations to contribute as much as possible. He also insisted that states honor their pledges in the effort to achieve the Millennium Development Goals, which aim to significantly reduce global poverty by 2015. The Foreign Minister noted that Saudi Arabia has been at the forefront of global humanitarian efforts, donating $99.75 billion in assistance to more than 95 different states between 1973 and 2009. Touching on other regional issues, Prince Saud called for a nuclear weapons-free zone in the Middle East, calling on Iran to cooperate with the International Atomic Energy Agency and Israel to sign the Nuclear Nonproliferation Treaty (NPT). Addressing the Middle East peace process, the Saudi Foreign Minister once again called on Israel to accept the Arab Peace Initiative and to end all settlement building activities in the Occupied Territories. He expressed hope that the current U.S.-mediated peace talks would bear fruit, calling it a ???Ä?úmoment of truth???Ä?and a ???Ä?úcrossroads???Ä?and warning that ???Ä?úthe consequences of failure this time are too catastrophic to imagine.???Ä?Prince Saud stressed, ???Ä?úRespect for United Nations resolutions and the principles of international law is the only way to resolve chronic international conflicts and defuse focal points of tension, thereby preventing terrorists from exploiting feelings of despair and frustration brought about by subjection to injustice, aggression and occupation.???Ä?Saudi Arabia has called for the strengthening of global cooperation to confront terrorism, which is at odds with the principles of tolerance, peace and respect promoted by Islam, Foreign Minister Prince Saud Al-Faisal said in a statement issued in New York on the occasion of the 65th session of the General Assembly of the United Nations. Prince Saud outlined the many contributions the Kingdom has made in the fight against terrorism, including King Abdullah???Ä?ôs interfaith dialogue initiative; the 2005 Counterterrorism Conference in Riyadh; the establishment of a successful terrorist rehabilitation program; and various other military, cultural, educational and economic efforts."
1078,Kingdom Aims for the Top in Global Competitiveness,9-Jul-10,https://saudiembassy.net/news/kingdom-aims-top-global-competitiveness,News,"Another example of this support is the ???Ä?úSaudi Fast Growth 100,???Ä?a new national program designed to promote entrepreneurship and innovation. Professor Michael Porter of the Harvard Business School notes, ???Ä?úEntrepreneurship is alive and well in Saudi Arabia. The Saudi Fast Growth 100 companies, led by dynamic men and women, represent the leading edge of a new approach to Saudi Arabia???Ä?ôs competitiveness. These entrepreneurs are shattering our perception of what???Ä?ôs really going on in Saudi Arabia.???Ä?The U.S.-Arab Tradeline, a publication of the National U.S.-Arab Chamber of Commerce, describes in its Spring 2010 issue the numerous ways in which the Saudi government and private sector are supporting business and educational programs aimed at creating a more dynamic economy. From the founding of the King Abdullah University of Science and Technology (KAUST) to the creation of the National Entrepreneurship Center, the Saudi government has been taking major steps to promote education and business creation. With entrepreneurship and innovation expanding rapidly in the Kingdom in the past decade, Saudi Arabia has set a goal for itself: to be among the top ten most competitive nations in the world by the end of 2010. That goal is not far from being achieved: In 2005, Saudi Arabia was ranked 67th in the Doing Business report published by the World Bank; by 2009, it had climbed the ranks to the 13th spot."
1079,5th Anniversary of King Abdullah???Ä?ôs Reign Celebrated,9-Jun-10,https://saudiembassy.net/news/5th-anniversary-king-abdullah%E2%80%99s-reign-celebrated,News,"For his part, Iraqi President Jalal Talabani praised the role of King Abdullah in serving Saudi Arabia and all of the world???Ä?ôs Muslims. He declared that the efforts exerted by the King to enhance dialogue among the followers of religions are appreciated by all and welcomed the Saudi monarch???Ä?ôs concerted efforts to strengthen bilateral relations. Rector of King Fahd University of Petroleum and Minerals Dr. Khalid bin Saleh Al-Sultan pointed out that during King Abdullah???Ä?ôs reign, higher education has received a great deal of attention. He noted that the state???Ä?ôs budget for education and training has risen significantly and the number of universities in the Kingdom has increased exponentially. Furthermore, he highlighted the launch of the Custodian of the Two Holy Mosques Program for Foreign Scholarships and the establishment of the King Abdullah University for Science and Technology (KAUST). The Grand Mufti of Saudi Arabia, Sheikh Abdulaziz bin Abdullah bin Mohammed Al-Asheikh, commended the King for promoting national dialogue and for pushing to develop and improve religious institutions. Najran Governor Prince Misha???Ä?ôal bin Abdullah bin Abdulaziz noted that the King has implemented several massive development projects across the country, including many that contribute to the comfort and convenience of pilgrims and visitors to the Holy Places. Foreign Minister Prince Saud Al-Faisal lauded the King???Ä?ôs wise handling of regional and international relations ???Ä?actions that have raised the Kingdom???Ä?ôs global stature, while contributing to stability at home. In particular, he welcomed the King???Ä?ôs efforts to promote Arab and Islamic reconciliation. In an article written for the occasion, the Secretary General of the Cabinet, Abdulrahman bin Mohammed Al-Sadhan, pointed to King Abdullah???Ä?ôs launching of his inter-faith and cross-cultural dialogue initiative as a major milestone. In addition, he praised the establishment of the King Abdullah City for Atomic and Renewable Energy (KACARE). The 5th anniversary of the accession to the throne by the Custodian of the Two Holy Mosques King Abdullah bin Abdulaziz was celebrated throughout the Kingdom today. Senior Saudi officials and foreign leaders offered their good wishes to the King and highlighted the major achievements made by Saudi Arabia during his reign. King Abdullah???Ä?ôs policies, they noted, have led to great strides in the fields of education, health, social affairs, security, foreign relations, energy, business, communications and national development."
1080,U.S.-Saudi Business Opportunities Forum Opens in Chicago,28-Apr-10,https://saudiembassy.net/news/us-saudi-business-opportunities-forum-opens-chicago,News,"Trade between Saudi Arabia and the U.S. stood at SR193.3 billion [$51.54 billion] in 2008, and direct U.S. exports to the Kingdom are projected to rise to SR 63 billion [$16.8 billion] in 2010. Abdulrahman Al-Juraisi, the Council???Ä?ôs Vice Chairman, noted that the U.S. was ???Ä?úone of the Kingdom???Ä?ôs most important trade partners.???Ä?He added, ???Ä?úThe business sectors in both countries have a significant role in boosting economic relations.???Ä?According to Omar Bahalwa of the Committee for International Trade at the Council of Saudi Chambers, the first day of the gathering will focus on the stability of the Saudi economy, infrastructure opportunities, education, industry, and financial issues, while on the second day workshops will be held exploring commercial investment opportunities in the Kingdom. Discussions will center on energy, petrochemicals, electricity, water, infrastructure, knowledge, financial markets, trade and investment, and agriculture. ???Ä?úThe Kingdom will present to Americans at the forum investments in a wide range of fields, worth around a trillion Saudi Riyals,???Ä?Bahalwa said. The forum, which will include the signing of five main agreements and a number of sub-agreements, will focus on the small to intermediate-scale sectors, technology transfers, and the exchange of job opportunities, says a report published today by the Saudi Gazette. Minister of Petroleum and Mineral Resources Ali Al-Naimi delivered a speech in which he stressed the importance of the energy relationship between the Kingdom and the United States. The gathering is also being attended by Minister of Finance Dr. Ibrahim Al-Assaf, Minister of Commerce and Industry Abdullah Alireza and Saudi Ambassador to the U.S. Adel bin Ahmed Al-Jubeir, ???Ä?úThe Saudi-U.S. relationship has grown and deepened over the past seven decades,???Ä?said Saudi Ambassador Al-Jubeir. ???Ä?úThis conference will highlight the opportunities available to citizens of both countries as a result of the strong economic ties between them.???Ä?The U.S.-Saudi Business Opportunities Forum, a two-day event organized by the Council of Saudi Chambers of Commerce and Industry, the U.S. Saudi Arabian Business Council and a number of notable figures from the Saudi and American business communities, opened today in Chicago. Representatives from the Kingdom are on hand to present a diverse selection of investment opportunities to the American audience."
1081,Ambassador Meets I-SWEEEP 2010 Participants,23-Apr-10,https://saudiembassy.net/news/ambassador-meets-i-sweeep-2010-participants,News,"I-SWEEEP 2010 brought together over 1,000 young scientists from 70 countries to Houston, Texas April 14-19. Albader Humid received an Honorable Mention Awards for his safe iron project; Abdulrahman Alfozan and Abdulmohsen Alblushi received silver medals for their Smart Fire Detector and Solar Panel Launch Support & Release Mechanism for the Castor Space System, respectively; and Abdulaziz Alghunaim received a bronze medal for his ???Ä?úAction Shields - A Helpful Solution to Save Lives in Building Emergencies. Saudi Arabia was represented by four participants, all of whom were honored. Saudi Ambassador to the United States Adel A. Al-Jubeir today met with members of the Saudi delegation and a participant in the 2010 International Sustainable World Project Olympiad, known as I-SWEEEP.?Ç??"
1082,Prince Salman Receives Former Secretary of State James Baker,8-Mar-10,https://saudiembassy.net/news/prince-salman-receives-former-secretary-state-james-baker,News,"Riyadh Governor Prince Salman bin Abdulaziz received former U.S. Secretary of State James Baker and former U.S. Ambassador to the Kingdom Robert Jordan in Riyadh yesterday. During the meeting, they discussed Saudi-U.S. relations and other topics of common interest. The meeting was also attended by Prince Mohammed bin Salman bin Abdulaziz, Special Advisor to Prince Salman."
1083,Second Private Radio License Granted,13-Feb-10,https://saudiembassy.net/news/second-private-radio-license-granted,News,The Minister of Culture and Information today awarded the second private FM radio broadcast license to Extreme Creativity Trade Holdings Limited Company at an amount of SR 66 million ($17.6 million).
1084,Joint Statement of the Saudi-U.S. Strategic Dialogue,21-Oct-20,https://saudiembassy.net/news/joint-statement-saudi-us-strategic-dialogue,News,"
√Æ¬§? Cybersecurity Cooperation Working Group. 
√Æ¬§? Bilateral Education and Culture Cooperation Working Group, and, 
√Æ¬§? Shared Economic and Energy Interests Working Group, 
√Æ¬§? Defense Cooperation Plan Working Group, 
√Æ¬§? Security and Intelligence Partnership Working Group, The United States and Saudi Arabia announced that they intend to continue the work of the Dialogue through the formation of bilateral working groups to strengthen cooperation.  These include: 
√Æ¬§? Enhancing diplomatic, cultural and consular cooperation, including the major construction projects to expand the U.S. Embassy and Consulates in the Kingdom, which will serve to expand the U.S. platform for diplomatic engagement with Saudi Arabia and signifies our enduring commitment to achieving our mutual security and economic objectives. 
√Æ¬§? Exploring new areas of cooperation in cybersecurity and other related areas, as well as strengthening cooperation in areas such as critical infrastructure protection. 
√Æ¬§? The importance of using only trusted vendors in critical information and communications technology infrastructure. 
√Æ¬§? Enhancing economic ties by expanding commercial opportunities, investing in infrastructure, and restoring international travel and transportation as part of the economic recovery. 
√Æ¬§? Enhancing cooperation to promote resilient energy markets, especially in light of the economic effects of the COVID-19 pandemic. 
√Æ¬§? Continued cooperation in the areas of critical infrastructure protection and public security, including under the bilateral Technical Cooperation Agreement. 
√Æ¬§? Security and intelligence cooperation between the two countries, which has been instrumental in saving countless American and Saudi lives, and many others, in our continuing fight against terrorist and violent extremist groups, including Al Qaeda, ISIS, and the Islamic Revolutionary Guard Corps √¢¬Ä?Qods Force, as well as its proxies and partners. 
√Æ¬§? Defense cooperation to deter and defend against common threats in the region. The discussions included: The United States and Saudi Arabia underscored their dedication to security and economic partnerships.  Both sides discussed the various aspects that constitute the cornerstones of our enduring strategic partnership and intend to continue the work to further strengthen and deepen the partnership for the benefit of both nations, and the region.   The United States recognized the significant strides that Saudi Arabia has made towards implementing Vision 2030 and ushering in major economic and soc"
1085,Statement Following the Conclusion of Pensacola Naval Air Station Attack Investigation,13-Jan-20,https://saudiembassy.net/news/statement-following-conclusion-pensacola-naval-air-station-attack-investigation,News,"Finally, close to a million Saudis have come to the US for their education, training and other reasons over several decades. The overwhelming majority of them are law-abiding citizens who view themselves as unofficial ambassadors of the kingdom. Many consider the United States as a second home and treat their American colleagues, classmates and neighbors as an extended part of their family. Thousands of them took to social media to condemn the attacker and to extend their condolences to Americans, as did our leadership and our ambassador to the United States. Saudi Arabia has been at the forefront of the international community???Ä?ôs effort to counter terrorist groups for many years.?Ç?? The kingdom has used every means at its disposal to counter the men, mindset and money that allow Al Qaeda, ISIS and other terrorist groups to recruit followers and to threaten communities and even entire nations.?Ç?? In addition, the terrorists who have struck the US and many other nations have also targeted Saudi Arabia???Ä?ôs people, leadership, military personnel and even our holiest religious institutions in Mecca and Medina on multiple occasions. Violent extremists continue to pose a serious challenge to the security of the United States, Saudi Arabia and most countries around the world. Terror groups have recruited thousands of people from dozens of countries. The kingdom has worked closely with the US to counter this global threat. It is worth noting that the military training that the US provides to Saudi military personnel has enabled Saudi soldiers, pilots and sailors to fight along their American counterparts and against our common foes. The close cooperation between the two nations on intelligence matters and issues related to counter terrorism has saved the lives of many in the US, Saudi Arabia and elsewhere and has made the world a safer place.?Ç?? Approximately 28,000 Saudis have undergone military training in the US over the course of several decades without incident. Saudi Arabia has fully cooperated with American investigators looking into the motivations of the attacker. Saudi Arabia will continue to cooperate with US authorities should they require additional information. In addition, the Kingdom has determined that 21 cadets have demonstrated conduct unbecoming of an officer in the Saudi Royal Air Force or Royal Navy and therefore have been unenrolled from their training program in the U.S. military. They will be returning to the Kingdom. The disturbed and radicalized individual who carried out this terrible attack acted alone. He does not represent the hundreds of thousands of Saudis who have lived, studied and trained in the United States over the past several decades, nor does his heinous act represent the values of Saudi Arabia. Following the conclusion of the investigation by US law enforcement authorities into the shooting incident at Pensacola Naval Air Station on December 6, 2019 involving a Royal Saudi Air Force cadet, the official spokesperson of the Embassy of the Kingdom of Saudi Arabia in Washington would like to stress the following points:"
1086,Vice Custodian of the Two Holy Mosques Meets with Commander of the CENTCOM,25-Jul-17,https://saudiembassy.net/news/vice-custodian-two-holy-mosques-meets-commander-centcom,News,"The Vice Custodian of the Two Holy Mosques Prince Mohammed bin Salman met at his office at Al-Salam Palace in Jeddah this evening with the Commander of the US Central Command General Joseph Fotel.?Ç?? During the meeting, they reviewed areas of bilateral cooperation, particularly in the military aspect, as well as the joint efforts in fighting terrorism and combating extremism, in addition to the latest developments in the region."
1087,Prince Khalid bin Salman Officially Begins Assignment as Saudi Ambassador to the U.S.,21-Jul-17,https://saudiembassy.net/news/prince-khalid-bin-salman-officially-begins-assignment-saudi-ambassador-us,News,"Prince Khalid is the 10th?Ç??Ambassador of Saudi Arabia to the U.S. since 1945. Prince Khalid graduated from the King Faisal Air Academy in Riyadh and was ???Ä?écommissioned a second lieutenant in the RSAF. He received pilot ???Ä?étraining in the United States at Lackland Air Force Base in San Antonio, Texas and Columbus Air Force Base in Columbus, Mississippi. He also studied advanced electronic warfare in France.???Ä?Most recently, Prince Khalid was a senior civilian advisor in the Ministry of Defense. Previously, he was an officer in the Royal Saudi Air Force (RSAF) where he flew F15-S combat missions in Syria and Yemen.?Ç?? As a result of a back condition that prevented him from flying, Prince Khalid served as a tactical intelligence officer at ???Ä?éthe King Abdulaziz Air Base in Dhahran.?Ç?? ???Ä?úMy first priority is to build on the outcomes of the Riyadh Summit to foster closer cooperation on our collective security and to expand our economic partnership,???Ä?said the Ambassador.?Ç?? ???Ä?úI also want to reintroduce Saudi Arabia to the United States. Under our new leadership, Saudi Arabia is continuing to change and modernize. I want to engage Americans in new ways to introduce and describe the important economic and social reforms now underway.???Ä????Ä?úI am honored and excited to represent the Kingdom of Saudi Arabia to the United States of America. Close friends and long-time allies, now more than ever, our two countries are aligned in shared interests and common purpose,???Ä?said the Ambassador. ???Ä?úWe are expanding trade and investment, increasing cultural exchanges, and fighting terrorism side by side.???Ä?(WASHINGTON, DC) -?Ç?? HRH Prince Khalid bin Salman bin Abdulaziz Al-Saud officially began his tenure as the Ambassador of the Kingdom of Saudi Arabia to the United States today with the presentation of his credentials to President Donald J. Trump at a White House ceremony."
1088,"Foreign Ministers of Saudi Arabia, UAE, Bahrain, Egypt and Kuwait meet with US Secretary of State",12-Jul-17,https://saudiembassy.net/news/foreign-ministers-saudi-arabia-uae-bahrain-egypt-and-kuwait-meet-us-secretary-state,News,"Saudi Arabia's Minister of Foreign Affairs Adel bin Ahmed Al-Jubeir, Egypt's Minister of Foreign Affairs Sameh Shukri, Bahrain's Minister of Foreign Affairs Sheikh Khalid bin Ahmed bin Mohammed Al Khalifa, UAE's Minister of State for Foreign Affairs Dr. Anwar bin Mohammed Gargash and Kuwait's Minister of State for Cabinet Affairs Sheikh Mohammed Abdullah Al-Mubarak Al-Sabah met in Jeddah today with US Secretary of State Rex Tillerson.?Ç?? During the meeting, they discussed all aspects of the crisis with the State of Qatar."
1089,Crown Prince Meets with US Secretary of State,12-Jul-17,https://saudiembassy.net/news/crown-prince-meets-us-secretary-state-0,News,"Crown Prince Mohammed bin Salman, Deputy Prime Minister and Minister of Defense, met in Jeddah today with US Secretary of State Rex Tillerson.?Ç?? During the meeting, they discussed means of enhancing bilateral relations as well as the developments in the Middle East and joint efforts in the fight against terrorism and extremism.?Ç?? The meeting was also attended by Prince Khalid bin Salman bin Abdulaziz, Saudi Ambassador-designate to the US; and Minister of Foreign Affairs Adel bin Ahmed Al-Jubeir."
1090,King Salman Chairs Cabinet's Session,10-Jul-17,https://saudiembassy.net/news/king-salman-chairs-cabinets-session-4,News,"The Cabinet finally adjourned after reviewing a number of local issues on its agenda. The Cabinet expressed the Kingdom's strong condemnation of the terrorist bombings that took place in northern Sinai in Egypt and the terrorist attack on a camp for displaced people in Anbar province in Iraq, expressing its condolences to the Egyptian and Iraqi governments, reconfirming the Kingdom's solidarity and stand with Egypt and Iraq and its firm positions against terrorism and extremism. The Cabinet reviewed the joint statement issued by Saudi Arabia, the UAE, Bahrain, and Egypt after receiving the Qatari reply from Sheikh Sabah Al-Ahmad Al-Jaber Al-Sabah, Emir of Kuwait, renewing its thanks and appreciation to the Kuwaiti Emir for his endeavors and efforts to resolve the crisis with the Qatari government. The Statement was initially directed at the Qatari government to correct its track seeking to destabilize the countries in the region and intervene in their affairs. The Cabinet praised the security forces for thwarting a terrorist act during the holy month of Ramadan to target the Grand Holy Mosque in Makkah and its visitors. It also condemned the terrorist attacks that targeted security patrols in Qatif Governorate which resulted in martyring two security men and injuring others. The Cabinet stressed that security authorities in the Kingdom are capable of confronting such criminal plans and anyone else who tampers with the Kingdom's safety and stability. The Cabinet also expressed thanks to the King Salman Center for Relief and Humanitarian Aid (KSrelief) in its fight to contain the cholera epidemic in Yemen and the provision of $66.7 million to the World Health Organization (WHO) and The United Nations Children's Fund (UNICEF) in this regard. The Cabinet commended the King's approval to adopt a public health policy, reflecting the keenness of the leadership over the health of its citizens. The Cabinet also expressed its appreciation to Germany, represented by Chancellor Angela Merkel for the good organization and management of the activities of the G20 leaders' summit, which discussed numerous issues including international efforts in combating terrorism and extremism. The Cabinet also appreciated the welcome of leaders of the G20 summit countries for the Kingdom of Saudi Arabia's hosting G20 Summit in 2020. The Cabinet valued the King's invitation to hold a Saudi-African Summit in the Kingdom at the end of this year 2017 or beginning of next year 2018, as the invitation was conveyed by the Minister of Foreign Affairs Adel bin Ahmed Al-Jubeir to the President of the 29th ordinary African Summit held in Ethiopia. At the outset of the session, the King welcomed Prince Mohammed bin Salman bin Abdulaziz on the occasion of his selection as Crown Prince and his appointment as Deputy Prime Minister.?Ç?? King Salman also expressed his appreciation to Prince Mohammed bin Naif bin Abdulaziz for all his efforts exerted in the service of the homeland.?Ç?? In addition, King Salman welcomed Prince Abdulaziz bin Saud bin Naif bin Abdulaziz, Minister of Interior, wishing him success in his new post. The Custodian of the Two Holy Mosques King Salman bin Abdulaziz chaired the Cabinet's session at Al-Salam Palace in Jeddah on Monday afternoon."
1091,King Salman Receives Phone Call from US President Trump,3-Jul-17,https://saudiembassy.net/news/king-salman-receives-phone-call-us-president-trump,News,"The Custodian of the Two Holy Mosques King Salman bin Abdulaziz received today a phone call from US President Donald Trump.?Ç?? During the telephone call, they reviewed the historical relations between the two countries and discussed latest developments in the region and the world. They also discussed joint efforts to combat terrorism, the drying up of its sources and confronting the countries that stand behind financing terrorism, as well as enhancing the joint action between the two countries to combat extremism."
1092,Saudi Foreign Minister: Demands on Qatar to Stop Funding Terrorism are Non-Negotiable,27-Jun-17,https://saudiembassy.net/news/saudi-foreign-minister-demands-qatar-stop-funding-terrorism-are-non-negotiable,News,"???Ä?é???Ä?úIt was an issue that has been building up, and then a decision was made that enough is enough. ???Ä?éZero tolerance,???Ä?he said. ???Ä?The Foreign Minister reiterated that the decision to cut off diplomatic ties with Qatar was made ???Ä?éafter taking into account the history of its behavior, including harboring known terrorists and ???Ä?éfunding extremist groups throughout the region.???Ä????Ä?é???Ä?úIt???Ä?ôs very simple. We made our point. We took our steps. And it???Ä?ôs up to [Qatar] to amend [its] ???Ä?ébehavior. And once they do, then things will be worked out. But if they don???Ä?ôt, they will remain ???Ä?éisolated,???Ä?said Minister Al-Jubeir. ???Ä?úIf Qatar wants to come back into the GCC pool, they know ???Ä?éwhat they have to do.???Ä????Ä?Minister Al-Jubeir said that Saudi Arabia has expressed its grievances and it is now up to Qatar ???Ä?éto make amends, and he said Saudi Arabia???Ä?ôs demands are non-negotiable. Specifically, Saudi ???Ä?éArabia has demanded that Qatar end its practice of harboring known terrorists, prohibit funding ???Ä?éfrom within its borders to Al-Qaeda and Daesh (ISIS), and shut down its news network, Al-???Ä?éJazeera, which has been inciting violence throughout the region. ???Ä????Ä?é???Ä?úWe hope that reason will prevail and that our brothers in Qatar will do the right thing and ???Ä?érespond to the demands of the international community to cease these activities. Because we ???Ä?éthink we can???Ä?ôt be on both sides of this issue. You cannot fight against ISIS, you cannot commit ???Ä?éto participate in the global center against extremism, you cannot commit to participate in a ???Ä?éfinancial center to combat terror financing and at the same time allow these things to go on,???Ä?he ???Ä?ésaid.???Ä????Ä?é???Ä?úThis idea that you can fund extremist groups, that you can pay ransom to terrorist groups like ???Ä?éAl-Qaeda and ISIS, that you can send $300 million to the Shi???Ä?ôite militias in Iraq with most of it ???Ä?éending up with the Quds Force in Iran, is not acceptable,???Ä?he said in a press briefing at the Saudi ???Ä?éEmbassy in Washington today. ???Ä?úI think most countries in the world would agree with the ???Ä?édemand to stop this.???Ä????Ä?(WASHINGTON, DC) ???Ä?Saudi Foreign Minister Adel bin Ahmed Al-Jubeir called on ???Ä?éQatar today to end its support for terrorism and extremism in the Middle East. ???Ä?"
1093,Deputy Crown Prince Receives Phone Call From US Secretary of State,11-Jun-17,https://saudiembassy.net/news/deputy-crown-prince-receives-phone-call-us-secretary-state,News,"During the conversation, they reviewed bilateral relations, latest developments in the region, and the joint efforts of the two countries in combating terrorism, extremism and financing terrorist organizations to achieve security and stability in the region. The Deputy Crown Prince Mohammed bin Salman bin Abdulaziz, Second Deputy Prime Minister and Minister of Defense received today a telephone call from US Secretary of State Rex Tillerson."
1094,Deputy Crown Prince Receives Telephone Call from US Secretary of Defense,7-Jun-17,https://saudiembassy.net/news/deputy-crown-prince-receives-telephone-call-us-secretary-defense,News,"The two sides looked forward to more work for unifying international efforts in order to achieve security and stability in the region. The US Secretary of Defense lauded Saudi Arabia's active role in combating terrorism and countering extremism. Deputy Crown Prince Mohammed bin Salman, Second Deputy Prime Minister and Minister of Defense, received today a telephone call from US Secretary of Defense James Mattis.?Ç?? During the telephone conversation, they discussed the current situations and latest developments in the region."
1095,King Salman Receives Telephone Call from U.S. President Trump,6-Jun-17,https://saudiembassy.net/news/king-salman-receives-telephone-call-us-president-trump,News,"President Trump lauded the leading role of the Kingdom in combating terrorism and its strenuous efforts to dry up its sources as well as the United States of America's gearing forward to enhance joint action between the two countries to fight extremism and exert efforts for achieving security and stability in the region. The Custodian of Two Holy Mosques King Salman bin Abdulaziz received a telephone call today from U.S. President Donald Trump.?Ç?? During the conversation, the historical ties between the two friendly countries as well as the developments of situations in the region and the world at large were discussed."
1096,Joint Statement Between the Kingdom of Saudi Arabia and the United States of America,22-May-17,https://saudiembassy.net/news/joint-statement-between-kingdom-saudi-arabia-and-united-states-america,News,Joint Statement Between the Kingdom of Saudi Arabia and the United States of America
1097,Saudi Foreign Minister Says Arab Islamic American Summit  Will Promote Partnership to Fight Terrorism,21-May-17,https://saudiembassy.net/news/saudi-foreign-minister-says-arab-islamic-american-summit-will-promote-partnership-fight,News,"Minister Al-Jubeir argued that Iran must end its meddling in international affairs and its expansionist behavior. ???Ä?úI believe that the fact that this summit took place is historic. I cannot overemphasize the importance of it to the history of the world,???Ä?said Minister Al-Jubeir. ???Ä?úUnless we are able to move from notions of a clash of civilizations and move towards a partnership among civilizations, we will not be able to eradicate the scourge of terrorism.???Ä? stressed the importance of productive understanding, tolerance, and dialogue among nations and different religions. ???Ä?úThe President deserves a lot of credit for taking this step, making his first visit outside the U.S. to the Kingdom of Saudi Arabia, the birthplace of Islam and land of the Two Holy Mosques, and then going to Israel and then going to the Vatican to deal with the Jewish world and with the Christian world in order to try to bring the three religions together,???Ä?said Minister Al-Jubeir. Minister Al-Jubeir praised U.S. President Donald Trump???Ä?ôs attendance at the summit and his efforts to promote dialogue between the U.S. and Muslim-majority countries. He reiterated President Trump???Ä?ôs message that the fight against terrorism is one of good versus evil. (WASHINGTON, DC) ???Ä?Saudi Foreign Minister Adel bin Ahmed Al-Jubeir and U.S. Secretary of State Rex Tillerson said that the Arab Islamic American Summit, held today in Riyadh, was an important step in building an effective partnership to combat terrorism, promote positive dialogue and counter Iran."
1098,Saudi Foreign Minister and US Secretary of State Confirm Strategic Partnership,20-May-17,https://saudiembassy.net/news/saudi-foreign-minister-and-us-secretary-state-confirm-strategic-partnership,News,"???Ä?úNow we have a radical militia [Houthis], allied with Iran and Hezbollah in possession of ballistic missiles and an air force, that has taken over a friendly government.?Ç?? [The] friendly government asked for support, we intervened,???Ä?explained Minister Al-Jubeir. ???Ä?úThe Houthis are less than 50,000 in a country of 28 million. It is unacceptable that they would be allowed to seize power and get away with it.???Ä?Minister Al-Jubeir expressed an outlook for a peaceful resolution to the conflict in Yemen and called on the Houthi militias to end all separatist activities. ???Ä?úIf Iran wants to be a normal country and wants others to treat it like a normal country, it has to act in accord with international law and the values and the mores of the international system that have existed for centuries,???Ä?said Minister Al-Jubeir. Minister Al-Jubeir criticized Iran for conducting destabilizing actions throughout the region, including in Yemen, Syria and Lebanon. The foreign minister said the world should judge Iran by its actions, not words. The two leaders outlined a renewed commitment to defense cooperation. Earlier today, the two countries signed a defense agreement worth more than $100 billion that will upgrade Saudi Arabia???Ä?ôs military capabilities, allowing it to better protect its borders and aid in the global fight against terrorism. Secretary Tillerson praised the deal???Ä?ôs economic impact, stating that it would generate ???Ä?úhundreds of thousands???Ä?of American jobs. ???Ä?úIf we can change the conversation in the Islamic world from enmity towards the U.S. to partnership with the U.S. and if we can change the conversation in the U.S. and in the West from enmity towards the Islamic world to one of partnership, we would have truly changed our world and we would have truly drowned the voices of extremism and we will have drained the swamp from which extremism and terrorism emanates,???Ä?said Minister Al-Jubeir. Minister Al-Jubeir also said that the visit is a turning point for the Islamic world???Ä?ôs relationship with the U.S. and will advance international cooperation in the fight against terrorism. He said he strategic vision will address ways to cooperate on ???Ä?úviolent extremism, financing of terrorism, increasing defense capabilities, working on a defense architecture for the region ???Ä?trade and investment, education, and working in all fields in order to enhance our common interests and deal with the challenges that face both of our countries.???Ä?Minister Al-Jubeir described the day as a truly historic one for U.S.-Saudi relations, further deepening the ties between the two longstanding allies. Minister Al-Jubeir discussed the Joint Strategic Vision Declaration signed by Custodian of the Two Holy Mosques King Salman bin Abdulaziz and President Donald Trump. (WASHINGTON, DC) ???Ä?Saudi Foreign Minister Adel bin Ahmed Al-Jubeir and U.S. Secretary of State Rex Tillerson said today that the Saudi.-U.S. partnership is stronger than ever and built on shared security interests, close economic cooperation and mutual trust. They made the remarks during a press conference in Riyadh to brief reporters on the first day of President Trump???Ä?ôs visit to Saudi Arabia."
