Categories,Economic Cooperation,Belt and Road Initiative (BRI),Diplomatic Relations,Technology and Innovation,Cultural Exchange,Geopolitical Strategy,Trade Agreements,Infrastructure Development,Other_1,Other_2,Other_3,n_docs
statements,0.047932739561205605,0.08901984559349044,0.06525724465585653,0.021113652713848078,0.17995166244564312,0.15075286563289894,0.0832366446759996,0.08183734438724566,0.09899993120697616,0.13650908922588667,0.04538897990094919,100
