doc_id,x_tsne,y_tsne,Topic
710,11.241442,19.450586,-1
711,-45.308968,29.456812,-1
712,6.750964,-11.105234,0
713,-31.136568,25.702095,-1
714,-41.293755,3.6958177,0
715,-38.40005,7.6010656,0
716,-8.084995,2.3444898,0
717,-38.041313,19.42006,0
718,7.5181427,-28.20418,0
719,39.713985,23.036802,0
720,-2.9393718,42.761993,1
721,7.5605955,3.5362995,0
722,-53.097897,19.648571,0
723,-41.907524,14.803457,0
724,22.56688,64.31685,0
725,49.15065,-58.93445,2
726,-21.129522,-3.514549,0
727,-49.3813,-30.960293,2
728,-9.982534,31.519587,-1
729,37.9663,-13.600354,0
730,-40.723484,9.734332,0
731,-37.98411,13.738614,0
732,24.29053,-9.738828,0
733,-25.660643,-25.6419,0
734,22.01044,64.12145,0
735,50.089077,-58.872517,2
736,-40.576794,4.659881,0
737,-39.659096,15.057711,0
738,-50.643368,-31.084656,2
739,-4.4510984,6.6534915,0
740,6.30942,44.651703,1
741,-39.60615,16.869934,0
742,26.098473,-7.1706266,0
743,50.486496,-60.21974,2
744,-0.07209836,18.288595,0
745,21.910322,64.87832,0
746,-24.092415,-9.204895,0
747,-11.658684,-77.89433,0
748,-49.90883,-32.07057,2
749,-37.00168,17.0282,0
750,-39.038586,4.686054,0
751,8.142142,17.72608,-1
752,33.633503,-0.846329,0
753,-1.6042433,1.7130225,0
754,-40.340908,14.144703,0
755,-15.898916,-29.206573,0
756,-19.939606,-17.923223,0
757,38.6992,-67.41916,3
758,28.933521,37.76274,0
759,-48.036194,-11.00858,-1
760,29.039263,-21.959606,0
761,11.270091,-83.39575,3
762,-24.764833,56.364414,1
763,57.400517,-30.400593,5
764,17.636667,-81.73594,3
765,-10.910283,46.5186,1
766,-34.54545,42.785057,4
767,16.939232,-89.05395,3
768,64.87835,3.963035,-1
769,61.541565,-16.688078,2
770,-10.288512,51.685207,1
771,-15.342479,42.004883,1
772,-40.412117,-8.128736,4
773,-15.21544,-53.481426,-1
774,8.011218,-90.07523,3
775,12.091151,-85.953285,3
776,-11.135206,-51.75807,-1
777,60.19385,-40.943905,-1
778,-14.523053,-81.77751,0
779,-45.23346,11.392742,0
780,62.210712,-21.892458,2
781,-30.246248,46.117622,1
782,62.446316,-37.021484,5
783,10.553142,-75.012596,3
784,60.725376,-11.956967,2
785,61.642246,-16.441656,2
786,64.899055,-11.015268,2
787,63.531555,-22.248951,2
788,63.96108,-18.251198,2
789,54.520844,-7.055268,2
790,1.1067195,-5.686656,-1
791,-14.220591,79.14165,1
792,34.357338,2.0539331,0
793,67.68708,-17.192385,2
794,63.884396,-16.1264,2
795,57.10123,-16.58043,2
796,4.657646,83.21962,2
797,14.35808,92.04178,2
798,16.318243,85.89873,2
799,-1.1166632,93.699844,2
800,-23.618116,93.238495,1
801,10.202045,88.31495,2
802,48.30821,25.615711,0
803,27.474234,-49.341415,0
804,3.8468902,89.97048,2
805,1.4315383,96.36363,2
806,1.2125411,97.00234,2
807,53.660286,-4.7869234,2
808,-1.3857689,97.91815,2
809,19.270836,-8.638757,0
810,42.11754,-34.64955,0
811,29.039263,-21.959606,0
812,57.67085,-39.019196,0
813,60.06305,-12.295666,2
814,58.042114,-30.651169,5
815,-10.91046,46.517933,1
816,64.899055,-11.015268,2
817,42.36751,-37.817455,0
818,-27.887163,-5.6092873,-1
819,-40.412117,-8.128736,4
820,40.756477,-38.33245,0
821,41.804092,-37.909428,0
822,56.71875,-38.752052,0
823,-11.135206,-51.75807,-1
824,60.194996,-40.94377,-1
825,70.86575,-27.716858,5
826,62.210712,-21.892458,2
827,66.48346,-32.944023,5
828,62.446316,-37.021484,5
829,1.0551023,-47.88661,0
830,56.090946,-34.694244,0
831,66.574165,-31.348492,5
832,-36.833065,-6.514281,4
833,64.976616,-37.869244,5
834,28.479744,-2.6305962,0
835,21.887802,32.955063,0
836,-14.220591,79.14165,1
837,30.572094,39.52541,0
838,27.091227,33.97681,0
839,33.79713,40.360226,-1
840,-10.813166,8.768291,0
841,43.046726,41.81494,0
842,13.532735,-61.33792,-1
843,7.7810655,88.37851,2
844,24.396383,30.758684,0
845,21.490988,35.00259,0
846,-5.84642,88.12933,2
847,-8.105009,88.04693,2
848,16.121487,52.40273,6
849,-24.823706,67.69915,1
850,-6.0761566,86.20162,2
851,15.751264,51.61928,6
852,26.471483,6.6198635,0
853,-7.0268226,87.80613,2
854,15.236414,37.443047,0
855,-1.8181192,23.028051,-1
856,26.699022,28.858797,0
857,-6.925073,84.14175,2
858,29.302008,38.720665,0
859,-59.60592,33.913082,-1
860,-56.080833,35.041653,-1
861,46.22211,-2.8757403,0
862,36.946716,-15.054005,0
863,48.549095,5.500325,0
864,-42.6112,39.112576,0
865,40.934265,-5.1727514,0
866,56.618793,-15.743687,2
867,-0.3033197,80.36389,-1
868,6.570009,43.143658,1
869,16.318243,85.89873,2
870,41.87003,10.582836,0
871,29.92627,8.776079,0
872,-23.618116,93.238495,1
873,32.37459,7.619916,0
874,32.255375,5.434218,0
875,33.395264,5.745552,0
876,43.880924,6.5742908,0
877,11.864015,-5.4767585,0
878,28.371244,2.624454,0
879,4.748679,92.422295,2
880,48.117992,10.7129345,0
881,28.453808,-3.863313,-1
882,9.798176,-47.3815,0
883,46.843063,18.487226,0
884,41.87003,10.582836,0
885,-24.044846,88.08266,1
886,18.804333,21.88155,0
887,46.21395,28.960346,-1
888,45.31016,29.141449,6
889,47.32462,29.510063,0
890,23.633377,56.52929,-1
891,10.139078,30.70444,0
