Topic,Lower,Point,Upper
1_Economic Cooperation,0.03929749908272877,0.050900828627578415,0.05972430441828257
2_Belt and Road Initiative (BRI),0.03219192127024653,0.0491646271303566,0.056814534812778275
3_Diplomatic Relations,0.046007469754662945,0.05010622693011368,0.05733339025047602
4_Technology and Innovation,0.006767224726090053,0.007022240375280214,0.007174322213008915
5_Cultural Exchange,0.0418956956461966,0.046547701624674184,0.0523537875391343
6_Geopolitical Strategy,0.039400156207875243,0.04563733283144388,0.05209404473557703
7_Trade Agreements,0.007254743397426522,0.008734358798884045,0.009323021980170163
8_Infrastructure Development,0.020152960952405565,0.021927879933872026,0.024044689682501005
