Categories,Economic Cooperation,Belt and Road Initiative (BRI),Diplomatic Relations,Technology and Innovation,Cultural Exchange,Geopolitical Strategy,Trade Agreements,Infrastructure Development,Other_1,Other_2,Other_3,n_docs
Press Releases,0.05162959852319972,0.14816615222635882,0.057101443800505615,0.18626284473658677,0.06219197551907821,0.09081685278229326,0.0677628649275187,0.05788630723534396,0.06333488133890491,0.11926628691345001,0.09558079199676002,624
